service_id,client_name,service_type,stylist_name,price,duration_minutes,appointment_date,payment_status,notes,added_by,added_by_role,uploaded_at,Business Name,Business Address,Business Phone,Business Website,Business Email,Facebook,Twitter,Linkedin,Keyword,Location,Date Extracted
,,,,,,,,,sales_john,salesperson,2026-05-18 09:01:38,Monica's Aesthetics,"Monica's Aesthetics, 33 Erb St. W, Waterloo, ON N2L 1S8, Canada",+1 519-635-2404,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-18 09:01:38,Conestoga Mall,"Conestoga Mall, 550 King St N, Waterloo, ON N2L 6L2, Canada",+1 519-886-5500,https://www.conestogamall.com/%3Futm_source%3Dgoogle_business_profile%26utm_medium%3Dorganic%26utm_campaign%3Dconestoga-mall%26utm_id%3D65346%26y_source%3D1_NzU2NzYyNTctNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,info@conestogamall.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-18 09:01:38,Bridgeport Plaza,"Bridgeport Plaza, 94 Bridgeport Rd E, Waterloo, ON N2J 2J9, Canada",+1 519-885-4170,https://fcr.ca/properties/ontario/cambridge-guelph-kitchener-waterloo/bridgeport-plaza/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-18 09:01:38,Puddicombe House,"Puddicombe House, 145 Peel St, New Hamburg, ON N3A 1E7, Canada",+1 519-662-2111,http://www.puddicombehouse.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-18 09:01:38,Alli's paws pet grooming,"Alli's paws pet grooming, 230 Neilson Ave, Waterloo, ON N2J 2M3, Canada",+1 519-505-0353,https://allispawspetgrooming.ca/,,https://www.facebook.com/profile.php?id=100076363093709,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-18 09:01:38,Henry Walser Funeral Home: Funeral & Cremation Services: Kitchener - Waterloo Region,"Henry Walser Funeral Home: Funeral & Cremation Services: Kitchener - Waterloo Region, 507 Frederick St, Kitchener, ON N2B 2A5, Canada",+1 519-749-8467,http://henrywalser.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
1.0,Emma Johnson,Haircut & Style,Alice Smith,45.0,60.0,2024-01-10,paid,,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
2.0,Sarah Williams,Hair Coloring – Full,Bob Davis,130.0,180.0,2024-01-10,paid,Highlights + toner,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
3.0,Michael Brown,Beard Trim & Shape,Charlie Wilson,25.0,30.0,2024-01-11,paid,,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
4.0,Priya Patel,Bridal Makeup,Alice Smith,200.0,120.0,2024-01-12,paid,Wedding package,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
5.0,Lucas Martinez,Hair Wash & Blowdry,Diana Lee,35.0,45.0,2024-01-13,paid,,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
6.0,Aisha Khan,Keratin Treatment,Bob Davis,180.0,180.0,2024-01-14,paid,Smooth & frizz-free,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
7.0,Tom Henderson,Classic Shave,Charlie Wilson,20.0,25.0,2024-01-15,paid,,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
8.0,Sophie Clark,Balayage Coloring,Alice Smith,160.0,210.0,2024-01-15,pending,Sun-kissed look,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
9.0,James O'Brien,Hair & Beard Combo,Charlie Wilson,55.0,75.0,2024-01-16,paid,,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
10.0,Meera Sharma,Head Spa Treatment,Diana Lee,90.0,90.0,2024-01-17,paid,Scalp massage + mask,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
11.0,Nina Robinson,Eyebrow Shaping,Alice Smith,15.0,20.0,2024-01-18,paid,,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
12.0,Carlos Fernandez,Hair Straightening,Bob Davis,140.0,150.0,2024-01-19,paid,Permanent straightening,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
13.0,Fatima Al-Hassan,Henna Hair Color,Diana Lee,75.0,90.0,2024-01-20,paid,Natural henna,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
14.0,Ryan Thompson,Kids Haircut,Charlie Wilson,20.0,30.0,2024-01-21,paid,Age 8,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
15.0,Isabella Costa,Nail Art & Manicure,Diana Lee,50.0,60.0,2024-01-22,paid,Gel polish + art,sales_john,salesperson,2026-05-19 10:17:15,,,,,,,,,,,
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,SmartStyle Hair Salon,"SmartStyle Hair Salon, 335 Farmers Market Road #101, WALMART, Waterloo, ON N2V 1A4, Canada",+1 519-884-4256,https://www.smartstyle.com/checkin/52244,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,So Chiq Studio,"So Chiq Studio, 42 Bridgeport Rd E, Waterloo, ON N2J 0B3, Canada",+1 519-885-0420,http://sochiqstudio.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Uday Stylist,"Uday Stylist, 122 Weber St S, Waterloo, ON N2J 2A7, Canada",+1 226-507-9950,http://www.udaystylist.com/,info@udaystylist.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Heart and Soul Beauty Bar,"Heart and Soul Beauty Bar, 11 Erb St E, Waterloo, ON N2J 1L4, Canada",+1 519-722-4669,https://www.heartandsoulbeautybar.com/,info@heartandsoulbeautybar.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Blessed Hair Studio,"Blessed Hair Studio, 347 Erb St. W, Waterloo, ON N2L 1W4, Canada",+1 519-208-0061,https://blessedhairstudiokw.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,At Raymond's Hair & Day Spa,"At Raymond's Hair & Day Spa, 550 King St N, Waterloo, ON N2L 5W6, Canada",+1 519-725-2302,http://www.atraymonds.com/,info@atraymonds.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Elz & Greco Hair & Beauty Studio Inc.,"Elz & Greco Hair & Beauty Studio Inc., 52 King St N unit B, Waterloo, ON N2J 2W8, Canada",+1 548-288-4114,https://elzandgreco.com/,info@elzandgreco.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Universal Barber & Beauty,"Universal Barber & Beauty, 65 University Ave E, Waterloo, ON N2J 2V9, Canada",+1 519-886-3232,https://booksy.com/en-ca/7032_universal-barber-beauty_barbers_970668_waterloo,info@booksy.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Aaina Salon & Spa,"Aaina Salon & Spa, 5 Laurel St, Waterloo, ON N2J 2H1, Canada",+1 519-570-0000,http://aainasalon.com/,aainasalon@gmail.com,https://www.facebook.com/aainaspasalon/,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Absolute Hair Studio,"Absolute Hair Studio, 8 Regina St N, Waterloo, ON N2J 2Z8, Canada",+1 519-883-3917,http://absolutehair.ca/,info@absolutehair.ca,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Salon Ninety5,"Salon Ninety5, 95 King St S, Waterloo, ON N2J 5A2, Canada",+1 226-899-2416,https://www.instagram.com/salon.ninety5/,info@instagram.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Voila Institute,"Voila Institute, 228 King St S, Waterloo, ON N2J 1R3, Canada",+1 519-743-8892,http://www.voilainstitute.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Chatters Hair Salon,"Chatters Hair Salon, 550 King St N N21, Waterloo, ON N2L 5W6, Canada",+1 519-747-3178,https://locations.chatters.ca/on-waterloo-ONCH28,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Tunique Nail + Hair Bar,"Tunique Nail + Hair Bar, 425 University Ave E #9h, Waterloo, ON N2K 4C9, Canada",+1 519-744-5081,http://www.tuniquenail.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Nandani Beauty Salon Inc.,"Nandani Beauty Salon Inc., 500 Glen Forrest Blvd, Waterloo, ON N2L 5G4, Canada",+1 519-885-0550,http://www.facebook.com/nandanibeautysalon,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,The Fix Hair Lounge,"The Fix Hair Lounge, 255 Northfield Dr E Unit#6, Waterloo, ON N2K 0G5, Canada",+1 519-208-6300,https://thefixhairlounge.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Scissors & Razors,"Scissors & Razors, 130 Columbia St W unit 212, Waterloo, ON N2L 0G6, Canada",+1 519-804-8845,http://www.scissorsandrazorssalon.com/,info@scissorsandrazorssalon.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Icon hair salon & spa,"Icon hair salon & spa, 91 King St N #3, Waterloo, ON N2J 2X3, Canada",+1 519-888-6200,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Fashion Salon,"Fashion Salon, 308 Lester St unit 110, Waterloo, ON N2L 0H9, Canada",+1 519-573-1866,https://fashionsalon-hairsalon.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Andrew Nuri Hair Studio,"Andrew Nuri Hair Studio, 203 Lester St, Waterloo, ON N2L 3W3, Canada",+1 519-745-7772,http://www.andrewnuri.com/203lester/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Urban Nail Studio & Spa,"Urban Nail Studio & Spa, 239 Weber St N, Waterloo, ON N2J 3H5, Canada",+1 519-208-7778,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Mosa Beauty Salon,"Mosa Beauty Salon, 619 Wild Ginger Ave Unit E30, Waterloo, ON N2V 2X1, Canada",+1 519-342-4630,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Hairizona,"Hairizona, 885 Glasgow St, Kitchener, ON N2M 2N7, Canada",+1 519-579-1010,https://www.hairizonasalon.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Coco Salon,"Coco Salon, 938 King St W, Kitchener, ON N2G 1G4, Canada",+1 519-208-0995,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Deja Vu Spa,"Deja Vu Spa, 201 Royal St, Waterloo, ON N2J 2H8, Canada",+1 519-745-2888,https://www.dejavuspa.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,All My Nails Salon,"All My Nails Salon, 22 King St S #102, Waterloo, ON N2J 1N8, Canada",+1 519-883-0882,https://www.allmynails.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Mary's Hair Creations,"Mary's Hair Creations, 35 Union St E, Waterloo, ON N2J 1B8, Canada",+1 519-578-7260,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Ace Cut Hair Studio 幻彩发艺,"Ace Cut Hair Studio 幻彩发艺, 62 Larch St, Waterloo, ON N2L 3R3, Canada",+1 226-929-0666,https://ace-cut-hair-studio.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,LUXE Nail Bar,"LUXE Nail Bar, 95 King St S, Waterloo, ON N2J 1P2, Canada",+1 519-954-0404,http://www.luxenailbar.ca/,info@luxenailbar.ca,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Inspirit Beauty Lounge,"Inspirit Beauty Lounge, 194 King St S, Waterloo, ON N2J 1P9, Canada",+1 519-208-0365,http://www.inspiritbeauty.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,The Fawn Collective,"The Fawn Collective, 18 Fischer-Hallman Rd N Unit 102, Waterloo, ON N2L 2X3, Canada",+1 519-208-1090,http://thefawncollective.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Nail Care Salon,"Nail Care Salon, 75 King St S Unit 15, Waterloo, ON N2J 1P2, Canada",+1 519-342-2627,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,HeadKuarters,"HeadKuarters, 465 Phillip St, Waterloo, ON N2L 6C7, Canada",+1 519-884-6589,http://www.headkuarters.ca/,,https://www.facebook.com/HeadKuartersHairDesign,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Hair Plus,"Hair Plus, 338 Albert St Unit 101, Waterloo, ON N2L 0G8, Canada",+1 519-745-5556,http://www.hairpluswaterloo.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,First Choice Haircutters,"First Choice Haircutters, 94 Bridgeport Rd E, Waterloo, ON N2J 2J9, Canada",+1 519-886-2209,https://www.firstchoice.com/checkin/51358,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,City Style Salon & Barber shop,"City Style Salon & Barber shop, Commercial, 330 Phillip St unit 108, Waterloo, ON N2L 3W9, Canada",+1 519-914-0166,https://www.citystylebarbershop.ca/,info@citystylebarbershop.ca,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Eva's Hairstyling Salon,"Eva's Hairstyling Salon, 191 Bridge St W, Waterloo, ON N2K 1K8, Canada",+1 519-884-8919,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Sugar Coated,"Sugar Coated, 95 King St S, Waterloo, ON N2J 1P5, Canada",+1 226-989-9187,http://www.sugarcoatedlifestyle.com/,info@sugarcoatedlifestyle.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Lavish Nail And Beauty Spa,"Lavish Nail And Beauty Spa, 370 Eastbridge Blvd Unit # 6, Waterloo, ON N2K 4P1, Canada",+1 519-722-1613,https://www.lavish387.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,California Nails & Spa,"California Nails & Spa, 465 Phillip St, Waterloo, ON N2L 6C7, Canada",+1 519-804-9285,http://californianails.ca/,info@californianails.ca,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Pedi N Nails,"Pedi N Nails, 668 Erb St. W B7, Waterloo, ON N2T 2Z7, Canada",+1 519-883-7179,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Ruby Nails,"Ruby Nails, 355 Erb St. W, Waterloo, ON N2L 1W4, Canada",+1 519-883-1268,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Aesthetically Yours Clinic,"Aesthetically Yours Clinic, 251 Fern Crescent, Waterloo, ON N2V 2P9, Canada",+1 519-746-8217,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Shear Heaven,"Shear Heaven, 375 University Ave E, Waterloo, ON N2J 2H2, Canada",+1 519-884-5141,https://shearheavensalon.wordpress.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,La Belle Beauty Salon & Nail,"La Belle Beauty Salon & Nail, 851 Fischer-Hallman Rd, Kitchener, ON N2M 5M8, Canada",+1 519-570-1052,https://www.facebook.com/La-Belle-Beauty-Salon-1682246915352712/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Domani Hair,"Domani Hair, 724 Belmont Ave W, Kitchener, ON N2M 1P2, Canada",+1 519-578-0800,http://www.domanihair.ca/,info@domanihair.ca,http://www.facebook.com/pages/Domani-Hair/122996351086103,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Crystal Nail Spa Inc,"Crystal Nail Spa Inc, 373 Bridge St W, Waterloo, ON N2K 3K3, Canada",+1 519-886-3333,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Bardot Lash House,"Bardot Lash House, 112 King St S, Waterloo, ON N2J 1P5, Canada",+1 519-208-5274,http://www.bardotlashhouse.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,FAFA Hair Studio,"FAFA Hair Studio, 330 Phillip St, Waterloo, ON N2L 3W9, Canada",+1 416-829-2889,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Donna's Hair Design,"Donna's Hair Design, 370 University Ave, Waterloo, ON N2K 3N2, Canada",+1 519-885-3220,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Clique Organic Salons,"Clique Organic Salons, 851 Fischer-Hallman Rd #5A, Kitchener, ON N2M 5N8, Canada",+1 519-342-1767,http://www.cliqueorganicsalons.com/,info@cliqueorganicsalons.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,The Beauty Hub,"The Beauty Hub, 110 Weber St N, Waterloo, ON N2J 3G8, Canada",+1 519-589-5909,https://www.beautyhub.salon/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Synergy Esthetics,"Synergy Esthetics, 173 Rodney St, Waterloo, ON N2J 1G4, Canada",+1 519-897-1372,http://www.synergyesthetics.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,LINDALY NAILS (Waterloo),"LINDALY NAILS (Waterloo), 600 Laurelwood Dr, Waterloo, ON N2V 2V1, Canada",+1 519-883-4046,https://lindalynails.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Crescendo Hair Styling,"Crescendo Hair Styling, 128 Weber St N, Waterloo, ON N2J 4E7, Canada",+1 519-885-4680,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,July Nail Bar,"July Nail Bar, 112 King St S, Waterloo, ON N2J 1P5, Canada",+1 519-208-5274,http://www.julynailbar.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,The Nail Lounge,"The Nail Lounge, 130 Columbia St W Unit 211, Waterloo, ON N2L 0G6, Canada",+1 519-804-8845,https://www.thenaillounge.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Tonyc Salon & Spa,"Tonyc Salon & Spa, Conestoga Mall, 550 King St N, Waterloo, ON N2L 5W6, Canada",+1 519-725-6300,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Bj's Hairstyling For Men,"Bj's Hairstyling For Men, 20 Spring St E, Waterloo, ON N2J 2L8, Canada",+1 519-884-6361,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Aesthetics By Jayne,"Aesthetics By Jayne, 35 Union St E, Waterloo, ON N2J 1B8, Canada",+1 519-578-7260,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Signature Hair Design,"Signature Hair Design, 176 Allen St E, Waterloo, ON N2J 1J8, Canada",+1 519-741-1107,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,"PEDI n NAILS 655 parkside dr, unit 8 on, waterloo","PEDI n NAILS 655 parkside dr, unit 8 on, waterloo, 655 Parkside Dr unit 8, Waterloo, ON N2L 0C7, Canada",+1 226-647-7060,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Golden Hour Salon,"Golden Hour Salon, 60 Moore Ave S, Waterloo, ON N2J 1W9, Canada",+1 519-301-5217,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Jolanta's European Spa,"Jolanta's European Spa, 125 Park St, Waterloo, ON N2L 1Y4, Canada",+1 519-725-9999,http://www.jolantasspa.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Sanctuary Day Spas Waterloo,"Sanctuary Day Spas Waterloo, 370 University Ave E, Waterloo, ON N2K 3N2, Canada",+1 519-725-9904,https://www.sanctuarydayspas.com/spa/locations/waterloo/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,"Regal Nails, Salon & Spa","Regal Nails, Salon & Spa, 335 Farmers Market Rd, Waterloo, ON N2V 0A4, Canada",+1 519-883-8899,http://www.regalnails.com/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,The Sugar Cube,"The Sugar Cube, 42 Bridgeport Rd E #5, Waterloo, ON N2J 0B3, Canada",+1 519-584-5768,http://www.thesugarcube.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Artline Salon,"Artline Salon, 12 Rock Ave, Kitchener, ON N2M 2P1, Canada",+1 519-585-0230,https://artlinesalon.com/,info@artlinesalon.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Studio So Lara,"Studio So Lara, 235 Ira Needles Blvd Bldg. C Unit 4, Kitchener, ON N2N 0B2, Canada",+1 519-745-5272,http://www.studiosolara.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,PEDI N NAILS,"PEDI N NAILS, 50 Westmount Rd N unit 6A, Waterloo, ON N2L 2R5, Canada",+1 519-208-7939,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Rule of 6,"Rule of 6, 60 Moore Ave S, Waterloo, ON N2J 1W9, Canada",+1 226-339-3757,,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Skin To Soul Esthetics & More,"Skin To Soul Esthetics & More, 255 Woolwich St Unit 103, Waterloo, ON N2K 0C8, Canada",+1 519-342-1053,http://www.skintosoul.ca/,anikogere@gmail.com,https://www.facebook.com/pages/Skin-to-Soul/136345246437193,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Flo Hair Lounge,"Flo Hair Lounge, 200 Victoria St N, Kitchener, ON N2H 5C6, Canada",+1 519-954-1186,http://www.flohairlounge.com/,johnny@flowhairlounge.com,http://www.facebook.com/pages/Kitchener-ON/FLO-Hair-Lounge/161532647198814?ref=ts,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,L Beauty,"L Beauty, 50 Westmount Rd N #216, Waterloo, ON N2L 6N9, Canada",+1 647-770-8245,http://www.lbeauty.ca/,,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Indulgence Studio,"Indulgence Studio, 279 Weber St N #1, Waterloo, ON N2J 3H8, Canada",+1 519-404-8941,http://indulgencestudio.ca/,info@indulgencestudio.ca,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
,,,,,,,,,sales_john,salesperson,2026-05-19 10:17:15,Pino's Salon & Medispa,"Pino's Salon & Medispa, 70 Victoria St N, Kitchener, ON N2H 5C2, Canada",+1 519-578-8898,http://www.pinosalon.com/,info@pinosalon.com,,,,Salon,"Waterloo, Canada",2/18/2023 2:24:43 AM
